"kode_titik","kode","kode_kabupaten","kecamatan","created_at","updated_at"
"35.78.19","357819 ","35.78","Benowo","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"35.78.20","357820 ","35.78","Wiyung","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"35.78.21","357821 ","35.78","Dukuh Pakis","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"35.78.22","357822 ","35.78","Gayungan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"35.78.23","357823 ","35.78","Jambangan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"35.78.24","357824 ","35.78","Tenggilis Mejoyo","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"35.78.25","357825 ","35.78","Gunung Anyar","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"35.78.26","357826 ","35.78","Mulyorejo","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"35.78.27","357827 ","35.78","Sukomanunggal","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"35.78.28","357828 ","35.78","Asem Rowo","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"35.78.29","357829 ","35.78","Bulak","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"35.78.30","357830 ","35.78","Pakal","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"35.78.31","357831 ","35.78","Sambikerep","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"35.79.01","357901 ","35.79","Batu","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"35.79.02","357902 ","35.79","Bumiaji","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"35.79.03","357903 ","35.79","Junrejo","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.01.01","360101 ","36.01","Sumur","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.01.02","360102 ","36.01","Cimanggu","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.01.03","360103 ","36.01","Cibaliung","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.01.04","360104 ","36.01","Cikeusik","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.01.05","360105 ","36.01","Cigeulis","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.01.06","360106 ","36.01","Panimbang","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.01.07","360107 ","36.01","Angsana","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.01.08","360108 ","36.01","Munjul","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.01.09","360109 ","36.01","Pagelaran","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.01.10","360110 ","36.01","Bojong","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.01.11","360111 ","36.01","Picung","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.01.12","360112 ","36.01","Labuan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.01.13","360113 ","36.01","Menes","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.01.14","360114 ","36.01","Saketi","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.01.15","360115 ","36.01","Cipeucang","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.01.16","360116 ","36.01","Jiput","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.01.17","360117 ","36.01","Mandalawangi","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.01.18","360118 ","36.01","Cimanuk","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.01.19","360119 ","36.01","Kaduhejo","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.01.20","360120 ","36.01","Banjar","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.01.21","360121 ","36.01","Pandeglang","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.01.22","360122 ","36.01","Cadasari","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.01.23","360123 ","36.01","Cisata","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.01.24","360124 ","36.01","Patia","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.01.25","360125 ","36.01","Karang Tanjung","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.01.26","360126 ","36.01","Cikedal","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.01.27","360127 ","36.01","Cibitung","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.01.28","360128 ","36.01","Carita","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.01.29","360129 ","36.01","Sukaresmi","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.01.30","360130 ","36.01","Mekarjaya","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.01.31","360131 ","36.01","Sindangresmi","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.01.32","360132 ","36.01","Pulosari","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.01.33","360133 ","36.01","Koroncong","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.01.34","360134 ","36.01","Majasari","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.01.35","360135 ","36.01","Sobang","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.02.01","360201 ","36.02","Malingping","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.02.02","360202 ","36.02","Panggarangan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.02.03","360203 ","36.02","Bayah","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.02.04","360204 ","36.02","Cipanas","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.02.05","360205 ","36.02","Muncang","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.02.06","360206 ","36.02","Leuwidamar","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.02.07","360207 ","36.02","Bojongmanik","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.02.08","360208 ","36.02","Gunungkencana","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.02.09","360209 ","36.02","Banjarsari","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.02.10","360210 ","36.02","Cileles","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.02.11","360211 ","36.02","Cimarga","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.02.12","360212 ","36.02","Sajira","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.02.13","360213 ","36.02","Maja","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.02.14","360214 ","36.02","Rangkasbitung","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.02.15","360215 ","36.02","Warunggunung","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.02.16","360216 ","36.02","Cijaku","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.02.17","360217 ","36.02","Cikulur","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.02.18","360218 ","36.02","Cibadak","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.02.19","360219 ","36.02","Cibeber","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.02.20","360220 ","36.02","Cilograng","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.02.21","360221 ","36.02","Wanasalam","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.02.22","360222 ","36.02","Sobang","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.02.23","360223 ","36.02","Curug bitung","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.02.24","360224 ","36.02","Kalanganyar","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.02.25","360225 ","36.02","Lebakgedong","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.02.26","360226 ","36.02","Cihara","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.02.27","360227 ","36.02","Cirinten","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.02.28","360228 ","36.02","Cigemlong","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.03.01","360301 ","36.03","Balaraja","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.03.02","360302 ","36.03","Jayanti","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.03.03","360303 ","36.03","Tigaraksa","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.03.04","360304 ","36.03","Jambe","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.03.05","360305 ","36.03","Cisoka","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.03.06","360306 ","36.03","Kresek","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.03.07","360307 ","36.03","Kronjo","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.03.08","360308 ","36.03","Mauk","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.03.09","360309 ","36.03","Kemiri","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.03.10","360310 ","36.03","Sukadiri","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.03.11","360311 ","36.03","Rajeg","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.03.12","360312 ","36.03","Pasar Kemis","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.03.13","360313 ","36.03","Teluknaga","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.03.14","360314 ","36.03","Kosambi","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.03.15","360315 ","36.03","Pakuhaji","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.03.16","360316 ","36.03","Sepatan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.03.17","360317 ","36.03","Curug","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.03.18","360318 ","36.03","Cikupa","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.03.19","360319 ","36.03","Panongan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.03.20","360320 ","36.03","Legok","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.03.22","360322 ","36.03","Pagedangan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.03.23","360323 ","36.03","Cisauk","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.03.27","360327 ","36.03","Sukamulya","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.03.28","360328 ","36.03","Kelapa Dua","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.03.29","360329 ","36.03","Sindang Jaya","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.03.30","360330 ","36.03","Sepatan Timur","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.03.31","360331 ","36.03","Solear","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.03.32","360332 ","36.03","Gunung Kaler","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.03.33","360333 ","36.03","Mekar Baru","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.04.05","360405 ","36.04","Kramatwatu","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.04.06","360406 ","36.04","Waringinkurung","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.04.07","360407 ","36.04","Bojonegara","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.04.08","360408 ","36.04","Pulo Ampel","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.04.09","360409 ","36.04","Ciruas","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.04.11","360411 ","36.04","Kragilan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.04.12","360412 ","36.04","Pontang","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.04.13","360413 ","36.04","Tirtayasa","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.04.14","360414 ","36.04","Tanara","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.04.15","360415 ","36.04","Cikande","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.04.16","360416 ","36.04","Kibin","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.04.17","360417 ","36.04","Carenang","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.04.18","360418 ","36.04","Binuang","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.04.19","360419 ","36.04","Petir","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.04.20","360420 ","36.04","Tunjung Teja","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.04.22","360422 ","36.04","Baros","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.04.23","360423 ","36.04","Cikeusal","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.04.24","360424 ","36.04","Pamarayan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.04.25","360425 ","36.04","Kopo","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.04.26","360426 ","36.04","Jawilan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.04.27","360427 ","36.04","Ciomas","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.04.28","360428 ","36.04","Pabuaran","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.04.29","360429 ","36.04","Padarincang","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.04.30","360430 ","36.04","Anyar","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.04.31","360431 ","36.04","Cinangka","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.04.32","360432 ","36.04","Mancak","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.04.33","360433 ","36.04","Gunung Sari","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.04.34","360434 ","36.04","Bandung","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.04.35","360435 ","36.04","Lebak Wangi","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.71.01","367101 ","36.71","Tangerang","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.71.02","367102 ","36.71","Jatiuwung","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.71.03","367103 ","36.71","Batuceper","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.71.04","367104 ","36.71","Benda","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.71.05","367105 ","36.71","Cipondoh","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.71.06","367106 ","36.71","Ciledug","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.71.07","367107 ","36.71","Karawaci","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.71.08","367108 ","36.71","Periuk","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.71.09","367109 ","36.71","Cibodas","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.71.10","367110 ","36.71","Neglasari","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.71.11","367111 ","36.71","Pinang","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.71.12","367112 ","36.71","Karang Tengah","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.71.13","367113 ","36.71","Larangan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.72.01","367201 ","36.72","Cibeber","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.72.02","367202 ","36.72","Cilegon","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.72.03","367203 ","36.72","Pulomerak","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.72.04","367204 ","36.72","Ciwandan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.72.05","367205 ","36.72","Jombang","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.72.06","367206 ","36.72","Gerogol","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.72.07","367207 ","36.72","Purwakarta","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.72.08","367208 ","36.72","Citangkil","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.73.01","367301 ","36.73","Serang","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.73.02","367302 ","36.73","Kasemen","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.73.03","367303 ","36.73","Walantaka","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.73.04","367304 ","36.73","Curug","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.73.05","367305 ","36.73","Cipocok Jaya","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.73.06","367306 ","36.73","Taktakan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.74.01","367401 ","36.74","Serpong","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.74.02","367402 ","36.74","Serpong Utara","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.74.03","367403 ","36.74","Pondok Aren","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.74.04","367404 ","36.74","Ciputat","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.74.05","367405 ","36.74","Ciputat Timur","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.74.06","367406 ","36.74","Pamulang","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"36.74.07","367407 ","36.74","Setu","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.01.01","510101 ","51.01","Negara","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.01.02","510102 ","51.01","Mendoyo","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.01.03","510103 ","51.01","Pekutatan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.01.04","510104 ","51.01","Melaya","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.01.05","510105 ","51.01","Jembrana","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.02.01","510201 ","51.02","Selemadeg","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.02.02","510202 ","51.02","Salamadeg Timur","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.02.03","510203 ","51.02","Salemadeg Barat","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.02.04","510204 ","51.02","Kerambitan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.02.05","510205 ","51.02","Tabanan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.02.06","510206 ","51.02","Kediri","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.02.07","510207 ","51.02","Marga","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.02.08","510208 ","51.02","Penebel","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.02.09","510209 ","51.02","Baturiti","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.02.10","510210 ","51.02","Pupuan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.03.01","510301 ","51.03","Kuta","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.03.02","510302 ","51.03","Mengwi","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.03.03","510303 ","51.03","Abiansemal","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.03.04","510304 ","51.03","Petang","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.03.05","510305 ","51.03","Kuta Selatan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.03.06","510306 ","51.03","Kuta Utara","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.04.01","510401 ","51.04","Sukawati","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.04.02","510402 ","51.04","Blahbatuh","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.04.03","510403 ","51.04","Gianyar","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.04.04","510404 ","51.04","Tampaksiring","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.04.05","510405 ","51.04","Ubud","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.04.06","510406 ","51.04","Tegallalang","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.04.07","510407 ","51.04","Payangan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.05.01","510501 ","51.05","Nusa Penida","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.05.02","510502 ","51.05","Banjarangkan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.05.03","510503 ","51.05","Klungkung","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.05.04","510504 ","51.05","Dawan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.06.01","510601 ","51.06","Susut","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.06.02","510602 ","51.06","Bangli","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.06.03","510603 ","51.06","Tembuku","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.06.04","510604 ","51.06","Kintamani","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.07.01","510701 ","51.07","Rendang","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.07.02","510702 ","51.07","Sidemen","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.07.03","510703 ","51.07","Manggis","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.07.04","510704 ","51.07","Karangasem","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.07.05","510705 ","51.07","Abang","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.07.06","510706 ","51.07","Bebandem","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.07.07","510707 ","51.07","Selat","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.07.08","510708 ","51.07","Kubu","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.08.01","510801 ","51.08","Gerokgak","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.08.02","510802 ","51.08","Seririt","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.08.03","510803 ","51.08","Busungbiu","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.08.04","510804 ","51.08","Banjar","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.08.05","510805 ","51.08","Sukasada","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.08.06","510806 ","51.08","Buleleng","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.08.07","510807 ","51.08","Sawan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.08.08","510808 ","51.08","Kubutambahan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.08.09","510809 ","51.08","Tejakula","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.71.01","517101 ","51.71","Denpasar Selatan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.71.02","517102 ","51.71","Denpasar Timur","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.71.03","517103 ","51.71","Denpasar Barat","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"51.71.04","517104 ","51.71","Denpasar Utara","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"52.01.01","520101 ","52.01","Gerung","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"52.01.02","520102 ","52.01","Kediri","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"52.01.03","520103 ","52.01","Narmada","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"52.01.07","520107 ","52.01","Sekotong","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"52.01.08","520108 ","52.01","Labuapi","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"52.01.09","520109 ","52.01","Gunungsari","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"52.01.12","520112 ","52.01","Lingsar","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
